bls302_code,name_de,name_en,kcal_100g,water_g_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,sodium_mg_100g
U661132,Schwein Schulter (Bug) (ma) gekocht,Pork shoulder lean boiled,256,57.353,23.637,18.094,0.0,0.0,64
U661162,Schwein Schulter (Bug) (ma) gebacken,Pork shoulder lean baked,206,65.321,19.221,14.531,0.0,0.0,72
U661172,Schwein Schulter (Bug) (ma) gegrillt,Pork shoulder lean grilled,269,55.437,24.027,19.41,0.0,0.0,88
U661182,Schwein Schulter (Bug) (ma) gebraten (zubereitet ohne Fett),Pork shoulder lean fried (prepared without fat),270,55.364,23.975,19.515,0.0,0.0,91
U661200,Schwein Schulter (Bug) (ma) tiefgefroren,Pork shoulder lean deep-frozen,217,65.022,17.492,16.502,0.0,0.0,74
U661232,Schwein Schulter (Bug) (ma) tiefgefroren gekocht,Pork shoulder lean deep-frozen boiled,256,57.353,23.637,18.094,0.0,0.0,64
U661282,Schwein Schulter (Bug) (ma) tiefgefroren gebraten (zubereitet ohne Fett),Pork shoulder lean deep-frozen fried (prepared without fat),270,55.364,23.975,19.515,0.0,0.0,91
U661600,Schwein Schulter (Bug) (ma) geräuchert,Pork shoulder lean smoked,217,65.043,17.497,16.507,0.0,0.0,70
U661662,Schwein Schulter (Bug) (ma) geräuchert gebacken,Pork shoulder lean smoked baked,207,65.341,19.226,14.535,0.0,0.0,68
U661700,Schwein Schulter (Bug) (ma) gepökelt geräuchert,Pork shoulder lean cured smoked,187,63.516,14.802,13.965,0.889,0.0,2478
U661800,Schwein Schulter (Bug) (ma) gepökelt ungeräuchert,Pork shoulder lean cured unsmoked,183,64.212,14.964,13.412,0.854,0.0,2380
U662000,Schwein Schulter (Bug) mittelfett (mf) roh,Pork shoulder medium fat raw,231,63.621,17.108,18.308,0.0,0.0,72
U662072,Schwein Schulter (Bug) (mf) mariniert gegrillt,Pork shoulder medium fat marinated grilled,236,62.292,16.526,18.801,0.655,0.176,256
U662100,Schwein Schulter (Bug) (mf) roh,Pork shoulder medium fat raw,231,63.621,17.108,18.308,0.0,0.0,72
U662122,Schwein Schulter (Bug) (mf) gegart,Pork shoulder medium fat cooked,288,54.322,22.642,22.145,0.0,0.0,51
U662162,Schwein Schulter (Bug) (mf) gebacken,Pork shoulder medium fat baked,219,64.079,18.848,16.163,0.0,0.0,70
U662172,Schwein Schulter (Bug) (mf) gegrillt,Pork shoulder medium fat grilled,285,54.038,23.411,21.453,0.0,0.0,86
U662182,Schwein Schulter (Bug) (mf) gebraten (zubereitet ohne Fett),Pork shoulder medium fat fried (prepared without fat),285,53.96,23.357,21.566,0.0,0.0,88
U662200,Schwein Schulter (Bug) (mf) tiefgefroren,Pork shoulder medium fat deep-frozen,231,63.621,17.108,18.308,0.0,0.0,72
U662232,Schwein Schulter (Bug) (mf) tiefgefroren gekocht,Pork shoulder medium fat deep-frozen boiled,271,56.002,23.07,20.033,0.0,0.0,62
U662282,Schwein Schulter (Bug) (mf) tiefgefroren gebraten (zubereitet ohne Fett),Pork shoulder medium fat deep-frozen fried (prepared without fat),285,53.96,23.357,21.566,0.0,0.0,88
U662600,Schwein Schulter (Bug) (mf) geräuchert,Pork shoulder medium fat smoked,231,63.64,17.113,18.314,0.0,0.0,68
U662642,Schwein Schulter (Bug) (mf) geräuchert geschmort (zubereitet ohne Fett),Pork shoulder medium fat smoked braised (prepared without fat),288,54.337,22.648,22.152,0.0,0.0,48
U662700,Schwein Schulter (Bug) (mf) gepökelt geräuchert,Pork shoulder medium fat cured smoked,199,62.326,14.477,15.493,0.889,0.0,2477
U662800,Schwein Schulter (Bug) (mf) gepökelt ungeräuchert,Pork shoulder medium fat cured unsmoked,195,63.057,14.647,14.891,0.855,0.0,2381
U663000,Schwein Schulter (Bug) fett (fe) roh,Pork shoulder fat raw,241,62.686,16.852,19.512,0.0,0.0,71
U663100,Schwein Schulter (Bug) (fe) roh,Pork shoulder fat raw,241,62.686,16.852,19.512,0.0,0.0,71
U663122,Schwein Schulter (Bug) (fe) gegart,Pork shoulder fat cooked,298,53.36,22.234,23.53,0.0,0.0,50
U663200,Schwein Schulter (Bug) (fe) tiefgefroren,Pork shoulder fat deep-frozen,241,62.686,16.852,19.512,0.0,0.0,71
U663600,Schwein Schulter (Bug) (fe) geräuchert,Pork shoulder fat smoked,241,62.705,16.857,19.518,0.0,0.0,67
U663700,Schwein Schulter (Bug) (fe) gepökelt geräuchert,Pork shoulder fat cured smoked,207,61.535,14.259,16.511,0.889,0.0,2476
U663800,Schwein Schulter (Bug) (fe) gepökelt ungeräuchert,Pork shoulder fat cured unsmoked,202,62.289,14.434,15.877,0.855,0.0,2381
U670000,Schwein Vorderhaxe (Eisbein),Pork foreshank (hock),178,67.85,20.35,10.8,0.0,0.0,59
U670100,Schwein Vorderhaxe (Eisbein) roh,Pork foreshank (hock) raw,178,67.85,20.35,10.8,0.0,0.0,59
U670200,Schwein Vorderhaxe (Eisbein) tiefgefroren,Pork foreshank (hock) deep-frozen,178,67.85,20.35,10.8,0.0,0.0,59
U670600,Schwein Vorderhaxe (Eisbein) geräuchert,Pork foreshank (hock) smoked,178,67.872,20.356,10.803,0.0,0.0,56
U670700,Schwein Vorderhaxe (Eisbein) gepökelt geräuchert,Pork foreshank (hock) cured smoked,154,65.911,17.221,9.14,0.889,0.0,2469
U670800,Schwein Vorderhaxe (Eisbein) gepökelt ungeräuchert,Pork foreshank (hock) cured unsmoked,151,66.471,17.368,8.757,0.852,0.0,2365
U671000,Schwein Vorderhaxe (Eisbein) mager (ma) roh,Pork foreshank (hock) lean raw,136,72.18,21.2,5.6,0.0,0.0,75
U671100,Schwein Vorderhaxe (Eisbein) (ma) roh,Pork foreshank (hock) lean raw,136,72.18,21.2,5.6,0.0,0.0,75
U671132,Schwein Vorderhaxe (Eisbein) (ma) gekocht,Pork foreshank (hock) lean boiled,171,64.446,28.393,6.25,0.0,0.0,50
U671200,Schwein Vorderhaxe (Eisbein) (ma) tiefgefroren,Pork foreshank (hock) lean deep-frozen,136,72.18,21.2,5.6,0.0,0.0,75
U671232,Schwein Vorderhaxe (Eisbein) (ma) tiefgefroren gekocht,Pork foreshank (hock) lean deep-frozen boiled,171,64.446,28.393,6.25,0.0,0.0,50
U671600,Schwein Vorderhaxe (Eisbein) (ma) geräuchert,Pork foreshank (hock) lean smoked,136,72.203,21.207,5.602,0.0,0.0,71
U671700,Schwein Vorderhaxe (Eisbein) (ma) gepökelt geräuchert,Pork foreshank (hock) lean cured smoked,118,69.579,17.942,4.739,0.889,0.0,2479
U671800,Schwein Vorderhaxe (Eisbein) (ma) gepökelt ungeräuchert,Pork foreshank (hock) lean cured unsmoked,117,70.015,18.055,4.53,0.85,0.0,2370
U672000,Schwein Vorderhaxe (Eisbein) mittelfett (mf) roh,Pork foreshank (hock) medium fat raw,178,67.85,20.35,10.8,0.0,0.0,59
U672100,Schwein Vorderhaxe (Eisbein) (mf) roh,Pork foreshank (hock) medium fat raw,178,67.85,20.35,10.8,0.0,0.0,59
U672132,Schwein Vorderhaxe (Eisbein) (mf) gekocht,Pork foreshank (hock) medium fat boiled,215,60.111,27.043,11.96,0.0,0.0,39
U672200,Schwein Vorderhaxe (Eisbein) (mf) tiefgefroren,Pork foreshank (hock) medium fat deep-frozen,178,67.85,20.35,10.8,0.0,0.0,59
U672600,Schwein Vorderhaxe (Eisbein) (mf) geräuchert,Pork foreshank (hock) medium fat smoked,178,67.872,20.356,10.803,0.0,0.0,56
U672700,Schwein Vorderhaxe (Eisbein) (mf) gepökelt geräuchert,Pork foreshank (hock) medium fat cured smoked,154,65.911,17.221,9.14,0.889,0.0,2469
U672800,Schwein Vorderhaxe (Eisbein) (mf) gepökelt ungeräuchert,Pork foreshank (hock) medium fat cured unsmoked,151,66.471,17.368,8.757,0.852,0.0,2365
U673000,Schwein Vorderhaxe (Eisbein) fett (fe) roh,Pork foreshank (hock) fat raw,209,65.176,19.055,14.843,0.0,0.0,68
U673100,Schwein Vorderhaxe (Eisbein) (fe) roh,Pork foreshank (hock) fat raw,209,65.176,19.055,14.843,0.0,0.0,68
U673132,Schwein Vorderhaxe (Eisbein) (fe) gekocht,Pork foreshank (hock) fat boiled,247,57.556,25.241,16.385,0.0,0.0,45
U673200,Schwein Vorderhaxe (Eisbein) (fe) tiefgefroren,Pork foreshank (hock) fat deep-frozen,209,65.176,19.055,14.843,0.0,0.0,68
U673600,Schwein Vorderhaxe (Eisbein) (fe) geräuchert,Pork foreshank (hock) fat smoked,209,65.195,19.061,14.847,0.0,0.0,64
U673700,Schwein Vorderhaxe (Eisbein) (fe) gepökelt geräuchert,Pork foreshank (hock) fat cured smoked,180,63.637,16.123,12.559,0.889,0.0,2474
U673800,Schwein Vorderhaxe (Eisbein) (fe) gepökelt ungeräuchert,Pork foreshank (hock) fat cured unsmoked,176,64.288,16.288,12.053,0.853,0.0,2374
U680000,Schwein Keule (Schinken),Pork leg (ham),136,72.18,21.2,5.6,0.0,0.0,75
U680100,Schwein Keule (Schinken) roh,Pork leg (ham) raw,136,72.18,21.2,5.6,0.0,0.0,75
U680200,Schwein Keule (Schinken) tiefgefroren,Pork leg (ham) deep-frozen,136,72.18,21.2,5.6,0.0,0.0,75
U680600,Schwein Keule (Schinken) geräuchert,Pork leg (ham) smoked,136,72.203,21.207,5.602,0.0,0.0,71
U680700,Schwein Keule (Schinken) gepökelt geräuchert,Pork leg (ham) cured smoked,118,69.579,17.942,4.739,0.889,0.0,2479
U680800,Schwein Keule (Schinken) gepökelt ungeräuchert,Pork leg (ham) cured unsmoked,117,70.015,18.055,4.53,0.85,0.0,2370
U681000,Schwein Keule (Schinken) mager (ma) roh,Pork leg (ham) lean raw,136,72.18,21.2,5.6,0.0,0.0,75
U681100,Schwein Keule (Schinken) (ma) roh,Pork leg (ham) lean raw,136,72.18,21.2,5.6,0.0,0.0,75
U681122,Schwein Keule (Schinken) (ma) gegart,Pork leg (ham) lean cooked,178,63.272,28.805,6.954,0.0,0.0,55
U681132,Schwein Keule (Schinken) (ma) gekocht,Pork leg (ham) lean boiled,171,64.049,28.819,6.177,0.0,0.0,65
U681162,Schwein Keule (Schinken) (ma) gebacken,Pork leg (ham) lean baked,136,71.3,22.906,4.849,0.0,0.0,71
U681182,Schwein Keule (Schinken) (ma) gebraten (zubereitet ohne Fett),Pork leg (ham) lean fried (prepared without fat),180,62.505,29.552,6.735,0.0,0.0,93
U681200,Schwein Keule (Schinken) (ma) tiefgefroren,Pork leg (ham) lean deep-frozen,136,72.18,21.2,5.6,0.0,0.0,75
U681242,Schwein Keule (Schinken) (ma) tiefgefroren geschmort (zubereitet ohne Fett),Pork leg (ham) lean deep-frozen braised (prepared without fat),178,63.272,28.805,6.954,0.0,0.0,55
U681600,Schwein Keule (Schinken) (ma) geräuchert,Pork leg (ham) lean smoked,136,72.203,21.207,5.602,0.0,0.0,71
U681700,Schwein Keule (Schinken) (ma) gepökelt geräuchert,Pork leg (ham) lean cured smoked,118,69.579,17.942,4.739,0.889,0.0,2479
U681800,Schwein Keule (Schinken) (ma) gepökelt ungeräuchert,Pork leg (ham) lean cured unsmoked,117,70.015,18.055,4.53,0.85,0.0,2370
U682000,Schwein Keule (Schinken) mittelfett (mf) roh,Pork leg (ham) medium fat raw,147,71.102,20.87,7.022,0.0,0.0,74
U682100,Schwein Keule (Schinken) (mf) roh,Pork leg (ham) medium fat raw,147,71.102,20.87,7.022,0.0,0.0,74
U682122,Schwein Keule (Schinken) (mf) gegart,Pork leg (ham) medium fat cooked,192,62.104,28.255,8.689,0.0,0.0,54
U682132,Schwein Keule (Schinken) (mf) gekocht,Pork leg (ham) medium fat boiled,183,62.997,28.328,7.734,0.0,0.0,64
U682162,Schwein Keule (Schinken) (mf) gebacken,Pork leg (ham) medium fat baked,146,70.378,22.596,6.092,0.0,0.0,71
U682182,Schwein Keule (Schinken) (mf) gebraten (zubereitet ohne Fett),Pork leg (ham) medium fat fried (prepared without fat),192,61.387,29.005,8.42,0.0,0.0,92
U682200,Schwein Keule (Schinken) (mf) tiefgefroren,Pork leg (ham) medium fat deep-frozen,147,71.102,20.87,7.022,0.0,0.0,74
U682600,Schwein Keule (Schinken) (mf) geräuchert,Pork leg (ham) medium fat smoked,147,71.124,20.877,7.024,0.0,0.0,70
U682700,Schwein Keule (Schinken) (mf) gepökelt geräuchert,Pork leg (ham) medium fat cured smoked,128,68.664,17.662,5.942,0.889,0.0,2478
U682800,Schwein Keule (Schinken) (mf) gepökelt ungeräuchert,Pork leg (ham) medium fat cured unsmoked,126,69.137,17.783,5.684,0.851,0.0,2370
U683000,Schwein Keule (Schinken) fett (fe) roh,Pork leg (ham) fat raw,152,70.564,20.705,7.733,0.0,0.0,73
U683100,Schwein Keule (Schinken) (fe) roh,Pork leg (ham) fat raw,152,70.564,20.705,7.733,0.0,0.0,73
U683122,Schwein Keule (Schinken) (fe) gegart,Pork leg (ham) fat cooked,198,61.524,27.981,9.552,0.0,0.0,53
U683200,Schwein Keule (Schinken) (fe) tiefgefroren,Pork leg (ham) fat deep-frozen,152,70.564,20.705,7.733,0.0,0.0,73
U683600,Schwein Keule (Schinken) (fe) geräuchert,Pork leg (ham) fat smoked,152,70.586,20.712,7.735,0.0,0.0,69
U683700,Schwein Keule (Schinken) (fe) gepökelt geräuchert,Pork leg (ham) fat cured smoked,133,68.208,17.522,6.544,0.889,0.0,2478
U683800,Schwein Keule (Schinken) (fe) gepökelt ungeräuchert,Pork leg (ham) fat cured unsmoked,130,68.697,17.648,6.262,0.851,0.0,2371
U687000,Schwein Oberschale,Pork topside,107,74.7,22.2,1.9,0.0,0.0,72
U687032,Schwein Oberschale gekocht,Pork topside boiled,141,66.496,30.274,2.102,0.0,0.0,63
U690000,Schwein Hinterhaxe (Eisbein),Pork hindshank (hock),185,67.9,18.95,12.2,0.0,0.0,59
U690100,Schwein Hinterhaxe (Eisbein) roh,Pork hindshank (hock) raw,185,67.9,18.95,12.2,0.0,0.0,59
U690200,Schwein Hinterhaxe (Eisbein) tiefgefroren,Pork hindshank (hock) deep-frozen,185,67.9,18.95,12.2,0.0,0.0,59
U690600,Schwein Hinterhaxe (Eisbein) geräuchert,Pork hindshank (hock) smoked,185,67.92,18.956,12.204,0.0,0.0,56
U690700,Schwein Hinterhaxe (Eisbein) gepökelt geräuchert,Pork hindshank (hock) cured smoked,160,65.946,16.035,10.324,0.889,0.0,2468
U690800,Schwein Hinterhaxe (Eisbein) gepökelt ungeräuchert,Pork hindshank (hock) cured unsmoked,157,66.545,16.181,9.897,0.852,0.0,2366
U691100,Schwein Hinterhaxe (Eisbein) (ma) roh,Pork hindshank (hock) lean raw,147,71.102,20.87,7.022,0.0,0.0,74
U691132,Schwein Hinterhaxe (Eisbein) (ma) gekocht,Pork hindshank (hock) lean boiled,182,63.376,27.903,7.824,0.0,0.0,49
U691200,Schwein Hinterhaxe (Eisbein) (ma) tiefgefroren,Pork hindshank (hock) lean deep-frozen,147,71.102,20.87,7.022,0.0,0.0,74
U691600,Schwein Hinterhaxe (Eisbein) (ma) geräuchert,Pork hindshank (hock) lean smoked,147,71.124,20.877,7.024,0.0,0.0,70
U691700,Schwein Hinterhaxe (Eisbein) (ma) gepökelt geräuchert,Pork hindshank (hock) lean cured smoked,128,68.664,17.662,5.942,0.889,0.0,2478
U691800,Schwein Hinterhaxe (Eisbein) (ma) gepökelt ungeräuchert,Pork hindshank (hock) lean cured unsmoked,126,69.137,17.783,5.684,0.851,0.0,2370
U692000,Schwein Hinterhaxe (Eisbein) mittelfett (mf) roh,Pork hindshank (hock) medium fat raw,185,67.9,18.95,12.2,0.0,0.0,59
U692100,Schwein Hinterhaxe (Eisbein) (mf) roh,Pork hindshank (hock) medium fat raw,185,67.9,18.95,12.2,0.0,0.0,59
U692132,Schwein Hinterhaxe (Eisbein) (mf) gekocht,Pork hindshank (hock) medium fat boiled,222,60.342,25.261,13.553,0.0,0.0,39
U692200,Schwein Hinterhaxe (Eisbein) (mf) tiefgefroren,Pork hindshank (hock) medium fat deep-frozen,185,67.9,18.95,12.2,0.0,0.0,59
U692600,Schwein Hinterhaxe (Eisbein) (mf) geräuchert,Pork hindshank (hock) medium fat smoked,185,67.92,18.956,12.204,0.0,0.0,56
U692700,Schwein Hinterhaxe (Eisbein) (mf) gepökelt geräuchert,Pork hindshank (hock) medium fat cured smoked,160,65.946,16.035,10.324,0.889,0.0,2468
U692800,Schwein Hinterhaxe (Eisbein) (mf) gepökelt ungeräuchert,Pork hindshank (hock) medium fat cured unsmoked,157,66.545,16.181,9.897,0.852,0.0,2366
U693000,Schwein Hinterhaxe (Eisbein) fett (fe) roh,Pork hindshank (hock) fat raw,207,65.294,19.091,14.687,0.0,0.0,68
U693100,Schwein Hinterhaxe (Eisbein) (fe) roh,Pork hindshank (hock) fat raw,207,65.294,19.091,14.687,0.0,0.0,68
U693132,Schwein Hinterhaxe (Eisbein) (fe) gekocht,Pork hindshank (hock) fat boiled,246,57.671,25.293,16.216,0.0,0.0,45
U693200,Schwein Hinterhaxe (Eisbein) (fe) tiefgefroren,Pork hindshank (hock) fat deep-frozen,207,65.294,19.091,14.687,0.0,0.0,68
U693600,Schwein Hinterhaxe (Eisbein) (fe) geräuchert,Pork hindshank (hock) fat smoked,207,65.313,19.097,14.691,0.0,0.0,64
U693700,Schwein Hinterhaxe (Eisbein) (fe) gepökelt geräuchert,Pork hindshank (hock) fat cured smoked,179,63.737,16.154,12.427,0.889,0.0,2474
U693800,Schwein Hinterhaxe (Eisbein) (fe) gepökelt ungeräuchert,Pork hindshank (hock) fat cured unsmoked,175,64.385,16.318,11.926,0.853,0.0,2374
U699022,Schwein Spitzbein (vorn) gegart,Pork trotter cooked,396,43.769,19.89,35.665,0.0,0.0,36
U699100,Schwein Spitzbein (vorn) roh,Pork trotter raw,333,53.118,15.573,30.552,0.0,0.0,52
U700022,Schaf Fleisch gegart,Sheep meat cooked,270,55.816,23.442,19.812,0.0,0.0,54
U700100,Schaf Fleisch roh,Sheep meat raw,222,64.694,17.16,17.222,0.0,0.0,63
U700900,Schaf Fleisch Konserve,Sheep meat canned,131,72.086,22.334,4.552,0.0,0.0,52
U701000,Schaf Fleisch mager (ma) roh,Sheep meat lean raw,139,72.65,19.55,6.76,0.0,0.0,70
U701122,Schaf Fleisch (ma) roh gegart,Sheep meat lean raw cooked,180,63.823,27.193,7.918,0.0,0.0,61
U701200,Schaf Fleisch (ma) tiefgefroren,Sheep meat lean deep-frozen,139,72.65,19.55,6.76,0.0,0.0,70
U701600,Schaf Fleisch (ma) geräuchert,Sheep meat lean smoked,139,72.675,19.556,6.762,0.0,0.0,66
U701700,Schaf Fleisch (ma) gepökelt geräuchert,Sheep meat lean cured smoked,121,69.98,16.546,5.721,0.889,0.0,2476
U701800,Schaf Fleisch (ma) gepökelt ungeräuchert,Sheep meat lean cured unsmoked,119,70.454,16.658,5.472,0.851,0.0,2368
U702000,Schaf Fleisch mittelfett (mf) roh,Sheep meat medium fat raw,222,64.694,17.16,17.222,0.0,0.0,63
U702122,Schaf Fleisch (mf) roh gegart,Sheep meat medium fat raw cooked,270,55.816,23.442,19.812,0.0,0.0,54
U702200,Schaf Fleisch (mf) tiefgefroren,Sheep meat medium fat deep-frozen,222,64.694,17.16,17.222,0.0,0.0,63
U702600,Schaf Fleisch (mf) geräuchert,Sheep meat medium fat smoked,222,64.713,17.165,17.227,0.0,0.0,60
U702700,Schaf Fleisch (mf) gepökelt geräuchert,Sheep meat medium fat cured smoked,191,63.229,14.52,14.572,0.889,0.0,2471
U702800,Schaf Fleisch (mf) gepökelt ungeräuchert,Sheep meat medium fat cured unsmoked,187,63.941,14.683,13.999,0.854,0.0,2373
U703000,Schaf Fleisch fett (fe) roh,Sheep meat fat raw,257,61.08,16.58,21.45,0.0,0.0,61
U703122,Schaf Fleisch (fe) roh gegart,Sheep meat fat raw cooked,307,52.218,22.443,24.451,0.0,0.0,52
U703200,Schaf Fleisch (fe) tiefgefroren,Sheep meat fat deep-frozen,257,61.08,16.58,21.45,0.0,0.0,61
U703600,Schaf Fleisch (fe) geräuchert,Sheep meat fat smoked,257,61.097,16.585,21.456,0.0,0.0,58
U703700,Schaf Fleisch (fe) gepökelt geräuchert,Sheep meat fat cured smoked,221,60.167,14.027,18.148,0.889,0.0,2470
U703800,Schaf Fleisch (fe) gepökelt ungeräuchert,Sheep meat fat cured unsmoked,215,60.954,14.21,17.466,0.856,0.0,2377
U704100,Schaf Fleisch vom Knochen roh,Sheep bonemeat raw,117,74.3,20.8,3.7,0.0,0.0,66
U705100,Schaf Fleischfett roh,Sheep meatfat raw,626,25.85,5.49,68.3,0.0,0.0,31
U710000,Schaf Filet,Sheep fillet,113,75.1,20.4,3.4,0.0,0.0,68
U710100,Schaf Filet roh,Sheep fillet raw,113,75.1,20.4,3.4,0.0,0.0,68
U710200,Schaf Filet tiefgefroren,Sheep fillet deep-frozen,113,75.1,20.4,3.4,0.0,0.0,68
U711000,Schaf Filet mager (ma) roh,Sheep fillet lean raw,113,75.1,20.4,3.4,0.0,0.0,68
U711100,Schaf Filet (ma) roh,Sheep fillet lean raw,113,75.1,20.4,3.4,0.0,0.0,68
U711122,Schaf Filet (ma) gegart,Sheep fillet lean cooked,151,66.333,28.529,4.004,0.0,0.0,60
U711172,Schaf Filet (ma) gegrillt,Sheep fillet lean grilled,153,65.8,28.796,4.11,0.0,0.0,83
U711200,Schaf Filet (ma) tiefgefroren,Sheep fillet lean deep-frozen,113,75.1,20.4,3.4,0.0,0.0,68
U720000,Schaf Kotelett,Sheep chop,212,65.103,18.272,15.553,0.0,0.0,65
U720100,Schaf Kotelett roh,Sheep chop raw,212,65.103,18.272,15.553,0.0,0.0,65
U720200,Schaf Kotelett tiefgefroren,Sheep chop deep-frozen,212,65.103,18.272,15.553,0.0,0.0,65
U721100,Schaf Kotelett (ma) roh,Sheep chop lean raw,201,66.11,18.6,14.2,0.0,0.0,66
U721122,Schaf Kotelett (ma) gegart,Sheep chop lean cooked,248,57.108,25.439,16.355,0.0,0.0,57
U721182,Schaf Kotelett (ma) gebraten (zubereitet ohne Fett),Sheep chop lean fried (prepared without fat),252,56.376,25.533,16.819,0.0,0.0,81
U721200,Schaf Kotelett (ma) tiefgefroren,Sheep chop lean deep-frozen,201,66.11,18.6,14.2,0.0,0.0,66
U721282,Schaf Kotelett (ma) tiefgefroren gebraten (zubereitet ohne Fett),Sheep chop lean deep-frozen fried (prepared without fat),252,56.376,25.533,16.819,0.0,0.0,81
U722000,Schaf Kotelett mittelfett (mf) roh,Sheep chop medium fat raw,212,65.103,18.272,15.553,0.0,0.0,65
U722100,Schaf Kotelett (mf) roh,Sheep chop medium fat raw,212,65.103,18.272,15.553,0.0,0.0,65
U722122,Schaf Kotelett (mf) gegart,Sheep chop medium fat cooked,259,56.112,24.936,17.874,0.0,0.0,56
U722172,Schaf Kotelett (mf) gegrillt,Sheep chop medium fat grilled,263,55.436,25.067,18.271,0.0,0.0,77
U722200,Schaf Kotelett (mf) tiefgefroren,Sheep chop medium fat deep-frozen,212,65.103,18.272,15.553,0.0,0.0,65
U722282,Schaf Kotelett (mf) tiefgefroren gebraten (zubereitet ohne Fett),Sheep chop medium fat deep-frozen fried (prepared without fat),264,55.368,25.014,18.371,0.0,0.0,79
U723000,Schaf Kotelett (mf) mariniert,Sheep chop medium fat marinated,217,63.712,17.641,16.162,0.655,0.176,249
U723072,Schaf Kotelett (mf) mariniert gegrillt,Sheep chop medium fat marinated grilled,269,53.974,24.078,18.89,0.915,0.249,295
U724000,Schaf Kotelett (ma) mariniert,Sheep chop lean marinated,207,64.677,17.955,14.866,0.655,0.176,250
U724082,Schaf Kotelett (ma) mariniert gebraten (zubereitet ohne Fett),Sheep chop lean marinated fried (prepared without fat),258,54.856,24.514,17.512,0.918,0.249,305
U726100,Hammel Kotelett roh,Mutton chop raw,343,52.299,14.9,32.001,0.0,0.0,90
U727100,Lamm Kotelett roh,Lamb chop raw,216,64.648,18.5,15.902,0.0,0.0,58
U730000,Schaf Steak,Sheep steak,201,66.11,18.6,14.2,0.0,0.0,66
U730100,Schaf Steak roh,Sheep steak raw,201,66.11,18.6,14.2,0.0,0.0,66
U731000,Schaf Steak mager (ma) roh,Sheep steak lean raw,201,66.11,18.6,14.2,0.0,0.0,66
U731100,Schaf Steak (ma) roh,Sheep steak lean raw,201,66.11,18.6,14.2,0.0,0.0,66
U731122,Schaf Steak (ma) gegart,Sheep steak lean cooked,248,57.108,25.439,16.355,0.0,0.0,57
